filename,wl_sideI_wlpow_20_40_mean,wl_sideI_wlpow_20_40_max,wl_sideI_wlpow_40_63_mean,wl_sideI_wlpow_40_63_max,wl_sideI_wlpow_63_100_mean,wl_sideI_wlpow_63_100_max,wl_sideI_wlpow_100_160_mean,wl_sideI_wlpow_100_160_max,wl_sideI_wlpow_160_250_mean,wl_sideI_wlpow_160_250_max,wl_sideI_wlpow_250_400_mean,wl_sideI_wlpow_250_400_max,wl_sideI_tonality_mean,wl_sideI_tonality_max,wl_sideI_peakwl_mean,wl_sideI_peakwl_max,wl_sideII_wlpow_20_40_mean,wl_sideII_wlpow_20_40_max,wl_sideII_wlpow_40_63_mean,wl_sideII_wlpow_40_63_max,wl_sideII_wlpow_63_100_mean,wl_sideII_wlpow_63_100_max,wl_sideII_wlpow_100_160_mean,wl_sideII_wlpow_100_160_max,wl_sideII_wlpow_160_250_mean,wl_sideII_wlpow_160_250_max,wl_sideII_wlpow_250_400_mean,wl_sideII_wlpow_250_400_max,wl_sideII_tonality_mean,wl_sideII_tonality_max,wl_sideII_peakwl_mean,wl_sideII_peakwl_max,wl_wlpow_20_40_mean_I_minus_II,wl_inv_wlpow_20_40_car_diff_max,wl_inv_wlpow_20_40_car_diff_min,wl_wlpow_40_63_mean_I_minus_II,wl_inv_wlpow_40_63_car_diff_max,wl_inv_wlpow_40_63_car_diff_min,wl_wlpow_63_100_mean_I_minus_II,wl_inv_wlpow_63_100_car_diff_max,wl_inv_wlpow_63_100_car_diff_min,wl_wlpow_100_160_mean_I_minus_II,wl_inv_wlpow_100_160_car_diff_max,wl_inv_wlpow_100_160_car_diff_min,wl_wlpow_160_250_mean_I_minus_II,wl_inv_wlpow_160_250_car_diff_max,wl_inv_wlpow_160_250_car_diff_min,wl_wlpow_250_400_mean_I_minus_II,wl_inv_wlpow_250_400_car_diff_max,wl_inv_wlpow_250_400_car_diff_min,wl_tonality_mean_I_minus_II,wl_inv_tonality_car_diff_max,wl_inv_tonality_car_diff_min,wl_valid
Train1.csv,-2.3459795550953766,-1.2145060684048863,-3.1765560231011234,-1.9597102819690102,-3.983581955195003,-2.9886345973980566,-4.604975406270196,-3.51118566370242,-12.0,-12.0,-12.0,-12.0,0.8978294493604879,1.6917544592901235,36.51353490219577,71.7031522201728,-2.345073369505187,-1.289373966446157,-3.1934482694791093,-2.1645827973598815,-3.971644383626896,-3.099523946787099,-4.578793711056052,-3.5445038172897387,-12.0,-12.0,-12.0,-12.0,0.8615266110354594,1.7133783156292253,34.947277539601615,51.21653730012343,-0.0009061855901895122,0.35173440147798996,-0.3986147086512899,0.01689224637798592,0.1875137461989107,-0.08287934910704697,-0.011937571568107153,0.24257128978529208,-0.32857935136491356,-0.026181695214143375,0.27583839857562786,-0.3342224580954314,0.0,0.0,0.0,0.0,0.0,0.0,0.036302838325028564,0.4330077321258279,-0.2590196989613408,1.0
Train2.csv,-1.3261849904838576,0.051972444575806645,-2.213087423283901,-0.7660634956064112,-2.3168713264572505,-0.5450817237654207,-1.5614094838278714,0.07314945351371523,-1.141049942890817,-0.14554625077958872,-1.76844759850633,0.18548185553988095,1.8475931395560998,2.5887704444139255,228.90123908830608,341.80528071056955,-1.2586553014369521,-0.07063965845043814,-2.091731867504077,-0.5844589387685125,-2.2012225650335693,-0.48612773508193796,-1.4347649211963334,0.1653917502440153,-1.1722301339420151,0.17156108366045572,-1.8498394830977882,0.28899417143588685,1.7444133193105984,2.641781177447586,216.81378080073523,303.8269161871729,-0.06752968904690548,0.3221610456487052,-0.6756368593994893,-0.12135555577982426,0.377411045332966,-0.462348497558986,-0.11564876142368119,0.3460804745440784,-0.7443082594973887,-0.126644562631538,0.29196979107935883,-0.7491212725417875,0.03118019105119818,0.8630699934108917,-1.0516950255248019,0.0813918845914583,0.6722143043875102,-0.9859629754689241,0.10317982024550143,0.7791517437510143,-0.3503908469690358,1.0
Train3.csv,-1.3547008659717747,-0.6496594090224806,-1.6629055281472196,-1.0454635830488426,-2.1450192465715774,-1.2030302154963068,-2.5050742443843665,-0.5600321363457372,-1.919515325774086,-0.5086032446902568,-1.9568752261676519,-0.30485468324039555,1.738587189322933,2.7762597570545995,163.18122667337337,364.59229942460746,-1.2845212437885303,-0.7152287284744301,-1.5884904810451996,-1.1519431576667913,-2.152843295919138,-1.2726641381197772,-2.2579630144005987,-0.4381859881240447,-1.7842177037170308,-0.27997506475992284,-1.7062896100367757,-0.18323050043025763,1.7699775233216863,2.6376841843272913,177.26074847435612,364.59229942460746,-0.07017962218324447,0.2088842590971356,-0.5655588223646588,-0.07441504710201996,0.21199848176176483,-0.5655160761364184,0.007824049347560535,0.1645255950236557,-0.06545234598314353,-0.2471112299837679,0.4878298360908775,-0.9430613521116844,-0.1352976220570552,0.4903964209002183,-0.6256813163855943,-0.25058561613087615,0.3278309305212088,-1.0112765888120285,-0.03139033399875335,0.3528185401524233,-0.42157349153460255,1.0
Train4.csv,-1.8824044689353627,-0.9014511817114932,-2.69642021514914,-1.851001353958888,-2.8264319024101896,-2.002662729955415,-1.7526113006409334,-0.5586208634169212,-1.5576519227214747,-0.39178993798104206,-2.1648810595704857,-0.8028264307858316,2.102603242890468,2.907376065128648,200.91551909229293,261.59497483715586,-1.7825947105996205,-0.7442469344570498,-2.5724942774829316,-1.4936906275985904,-2.621435862886259,-1.2094819888578923,-1.5910999839373576,-0.1543229023406456,-1.3471070707229718,-0.31246088615970724,-2.026752872986462,-0.6096571436543627,2.1075795355579237,3.1142986668220267,202.26293734879013,290.6610831523954,-0.09980975833574224,0.3622656120504286,-0.8270786909361179,-0.12392593766620852,0.29506402957342415,-1.0376830054253219,-0.20499603952393075,0.3702982353851052,-1.5594150268731948,-0.16151131670357577,0.21159130506066592,-1.195291217832883,-0.21054485199850292,0.14969132237589688,-1.3715210525609858,-0.13812818658402382,0.32058574281495944,-1.5310892168988461,-0.004976292667455695,0.30824808074567067,-0.27239611693943067,1.0
Train5.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Train6.csv,-2.299520342364067,-1.2163520229551963,-2.005430613004497,-1.103328824130906,-1.9030479210135751,-0.9661231590556316,-2.0576037668664866,-1.1789813634311581,-3.0647692834123403,-2.1348746449845044,-3.8287830582121143,-2.9876773355264046,1.6251776152746398,2.5574752708569024,85.96784323299866,124.56903563674088,-2.0601639123417375,-1.006738188836982,-1.8832282593935772,-1.1525851554441733,-1.7836914706880267,-0.42908466871002976,-1.9705495088167908,-0.9152908131988128,-2.8792626667150136,-1.5650868835326857,-3.749850937838648,-2.538052364056579,1.4906500681474384,2.5570525979866305,90.9742946717563,160.1601886758097,-0.23935643002232965,0.4492645621858655,-0.8986698105865176,-0.1222023536109198,0.17646142387209407,-0.6877984519294407,-0.11935645032554842,0.5482929242662853,-0.666067902121672,-0.0870542580496958,0.4374597107580782,-0.6654624449455082,-0.1855066166973267,0.14142898802526283,-0.8452552262792472,-0.07893212037346631,0.5403019507479891,-0.7565486419386716,0.13452754712720139,0.43943010551764794,-0.15978188241267088,1.0
Train7.csv,-1.363225912132584,-0.5005921669715544,-1.8345915856411112,-0.7490976051813816,-2.5991065286104122,-1.7073653811460017,-2.8130424366408926,-1.130583856714603,-2.3098099320043763,-0.4230723667263557,-1.871211437361593,-0.15769829894440318,1.9091266554996102,2.7302789327666717,209.98145615654406,371.5803184969124,-1.2602928753201417,-0.5653263622521526,-1.8497790814122506,-1.1181509351118564,-2.5748874536504234,-1.7222241349759875,-2.844055997202166,-1.0689367729743116,-2.246308683810978,-0.4585523454835439,-1.8192781078981146,-0.08655553048563853,1.9599653746716825,2.9062416257178207,213.74825175722344,371.5803184969124,-0.10293303681244237,0.14978826305994164,-0.6293366021136384,0.015187495771139314,0.2628683037233239,-0.5646336316865508,-0.024219074959988873,0.3211499065635932,-0.4131738601714652,0.03101356056127358,0.4317535020370844,-0.5430421801045622,-0.06350124819339831,0.2731376684190414,-0.44985209281099703,-0.051933329463478284,0.5964263861954059,-0.7427381419249139,-0.05083871917207228,0.3072540164991462,-0.38485541919436717,1.0
Train8.csv,-1.9112756131521724,-1.1351725621212758,-2.7508630249480404,-1.7335338615885039,-2.85532160243337,-1.8944313386405278,-1.8150728151495263,-0.44472310970072165,-1.6906443782639404,-0.9807614432588432,-2.4666355402920446,-1.435766755784396,2.0793348343980824,3.0044151719761505,183.81210892535438,264.9370709152147,-1.8905607125514736,-1.3038413580538395,-2.7344361420748995,-1.9468948401994477,-2.7869200232521463,-1.5885119008090443,-1.7144506284675776,-0.6848281592170351,-1.475008247000246,-0.5112720233576483,-2.3409807174456594,-1.158049819179422,2.1072353183572328,2.969800473516132,199.85743880110454,264.9370709152147,-0.020714900600698805,0.34873021741471577,-0.5523347208636975,-0.01642688287314087,0.3548540832715785,-0.5898954939067313,-0.06840157918122358,0.27154955949760406,-0.5722444147620882,-0.10062218668194878,0.4949330792328609,-0.4545963735359393,-0.21563613126369452,0.22528362698901105,-0.4993711861188155,-0.12565482284638518,0.10862690792232366,-0.5864440287357313,-0.027900483959150346,0.5575783437044537,-0.5462346928496267,1.0
Train9.csv,-2.5474165965406095,-1.4504923583157452,-2.209550727479391,-1.0168205362632179,-2.0129899486567604,-1.0525043535787342,-2.1047514717179157,-1.2688299054868757,-3.5763298458751045,-2.5583982473683204,-3.8937430225422722,-2.9976731846498987,1.7540725834838815,2.6164458024420627,90.62953619414891,123.8938647118805,-2.2624902574756045,-1.1195660978252058,-2.0296660113888088,-0.7844968037186373,-1.8446843289930153,-0.9387077424744041,-1.9817804732526665,-0.9229242713230803,-3.327198758004919,-2.062329349691508,-3.6848713482396613,-2.306610309221903,1.6497662794154135,2.5540395448729156,84.27070104327478,111.50447824069245,-0.284926339065005,0.4675191344953924,-1.453410461485359,-0.17988471609058232,0.06329070352208399,-0.9396328627258002,-0.16830561966374513,0.6714115224702171,-0.8583209865777373,-0.12297099846524917,0.20334082896699757,-0.8041835325710764,-0.24913108787018556,0.10246783145447669,-0.8422436567681548,-0.2088716743026109,0.20089178847185707,-0.7294546103960418,0.10430630406846797,0.489808707260853,-0.20405941498027635,1.0
Train10.csv,-2.41974598631928,-1.553841032515737,-3.4481818034465928,-2.3396671220920977,-2.7208867476593412,-1.6313616313732207,-2.044119290540095,-0.9658953301877665,-3.029469682169619,-2.174440884201576,-3.7288495326284545,-2.622755108300681,1.9600393279211583,2.802092881051737,118.37816234810552,175.9157844723731,-2.420634062372251,-1.5499193937907974,-3.4362788896505805,-2.5453186572922273,-2.7283861288227307,-1.8423490333091754,-1.9689927288219042,-1.2200572742296925,-3.03263882433169,-2.0613638299418207,-3.654073476867199,-2.6463974611584957,2.0786781698693373,3.074851040533294,120.85719091932438,219.89473059046637,0.0008880760529712539,0.3556542931661375,-0.4032679106997259,-0.011902913796012271,0.37280450011850963,-0.5044521312811865,0.00749938116338944,0.39712914214889317,-0.4363004579273104,-0.07512656171819065,0.3329325361071387,-0.31732107271035903,0.0031691421620707594,0.763350284164193,-0.5321689937642091,-0.07477605576125557,0.5539346711292068,-0.7997746676322297,-0.11863884194817897,0.4465056170090076,-0.46562122486522384,1.0
